4 14 BBBB
0f182fbf 400085b6
dc2c1467 1 1052
0fe82405 1 1053
15ff0ce9 1 1054
1ed3a9bb 1 1055
4231afdd 1 1056
31c93e79 1 1057
6d5860f2 1 1058
c0c221bc 1 1059
49698a89 1 1060
29f771ec 1 1061
57056c34 1 1062
9c6957f2 1 1063
bcc5dc15 1 1064
1aa018da 1 1065
44defdc7 1 1066
62940103 1 1067
d17f021b 1 1068
86bee905 1 1069
495e6c95 1 1070
b4aaef43 1 1071
681a97a7 1 1072
a2a70d18 1 1073
fd28c30f 1 1074
3ff9b5a1 1 1075
dd5f90be 1 1076
ba1dce59 1 1077
d3ffdad0 1 1078
0b0e93f3 1 1079
7bb44a17 1 1080
23c8c129 1 1081
0b292809 1 1082
95378225 1 1083
59e567be 1 1084
01920ebb 1 1085
b43118b1 1 1086
3612bb98 1 1087
d543b87c 1 1088
6d6adb70 1 1089
1b5d0968 1 1090
bcd60b62 1 1091
83731288 1 1092
017cafcf 1 1093
01d65bbd 1 1094
eab70c1c 1 1095
95efa0be 1 1096
dcd01115 1 1097
121098f1 1 1098
1356bb4a 1 1099
ccbc1700 1 1100
b49ea7e3 1 1101
789a28dd 1 1102
4ebc915e 1 1103
465af974 1 1104
02160903 1 1105
4124668e 1 1106
a3d57e34 1 1107
db013738 1 1108
b763118a 1 1109
ece4ce53 1 1110
d5a7e9f2 1 1111
fbb33a42 1 1112
ede81d23 1 1113
f29c7dea 1 1114
3250fd92 1 1115
5b46231c 1 1116
14a015bd 1 1117
9bd88ef8 1 1118
5e4cacb3 1 1119
ea1dddea 1 1120
fdae7a9c 1 1121
a9a3b99e 1 1122
242535d3 1 1123
18442336 1 1124
822506b9 1 1125
84cb45a5 1 1126
28247a1c 1 1127
f3a77dc1 1 1128
9fdb76e5 1 1129
f5acbf98 1 1130
981fabad 1 1131
36e7e600 1 1132
46af0689 1 1133
450bf7b9 1 1134
3aca588f 1 1135
874c63fd 1 1136
801b7704 1 1137
ab7963f9 1 1138
2e8cc8bb 1 1139
3b6c8eb2 1 1140
7ca380c4 1 1141
43cdd37a 1 1142
1fc747cf 1 1143
a7fd3655 1 1144
253fd2c7 1 1145
6fbd1477 1 1146
1f0529f3 1 1147
09bea655 1 1148
c2921253 1 1149
9ba0a7be 1 1150
b4b14e30 1 1151
b2bd2805 1 1152
2939fcc9 1 1153
c5de1cd4 1 1154
426b2125 1 1155
eb7d797a 1 1156
24368baa 1 1157
a5bf48e5 1 1158
a0ce5fc5 1 1159
adddb5b8 1 1160
88b043dc 1 1161
e59b9873 1 1162
cdb15f3b 1 1163
996515f6 1 1164
0d1c7a01 1 1165
4e2dd925 1 1166
e1f5a79a 1 1167
b659809b 1 1168
129fe19a 1 1169
cae9b8f0 1 1170
6ef1d441 1 1171
1cedead0 1 1172
d3e33fe4 1 1173
ae36d0b5 1 1174
92740982 1 1175
e2515646 1 1176
31c4a511 1 1177
f88e67d6 1 1178
a41c343e 1 1179
e645173d 1 1180
c92955c9 1 1181
d436b03b 1 1182
cfc573ef 1 1183
1c8a82be 1 1184
3c0b3e18 1 1185
1e73e461 1 1186
31f7eaf9 1 1187
e088bcf3 1 1188
0d60a08e 1 1189
43ddce00 1 1190
4ea88e62 1 1191
e2d4e86f 1 1192
a9c3d5eb 1 1193
00a30aa0 1 1194
7141bd3e 1 1195
bd0b41cd 1 1196
84e64ffd 1 1197
bb6a48a4 1 1198
82b6e1bf 1 1199
903dd959 1 1200
7828f393 1 1201
2444df68 1 1202
3bb726a3 1 1203
193a3f8c 1 1204
55705013 1 1205
bba08df1 1 1206
6aabbd3f 1 1207
3af87452 1 1208
9053fa5a 1 1209
4764acfe 1 1210
ea26e537 1 1211
807c1564 1 1212
2c413f5f 1 1213
9407873a 1 1214
75c3232a 1 1215
e64a9ed2 1 1216
224864de 1 1217
25e47549 1 1218
14644b11 1 1219
75215e13 1 1220
55de4379 1 1221
9a8ed430 1 1222
9fce8673 1 1223
2e01d209 1 1224
fd558b9c 1 1225
8d2b9774 1 1226
64592717 1 1227
c99df02c 1 1228
496e304d 1 1229
b01089f1 1 1230
a76abe9b 1 1231
8a245cfd 1 1232
e8fded98 1 1233
3fddde9d 1 1234
f31634cb 1 1235
f9e6e2fb 1 1236
1d319ea5 1 1237
c92ee668 1 1238
fb4a7b6d 1 1239
15fc70e6 1 1240
8274d8e2 1 1241
5dff1edf 1 1242
33314c13 1 1243
48e22f51 1 1244
35f84e54 1 1245
a104a58c 1 1246
6d16c78d 1 1247
2a201fc7 1 1248
2869c116 1 1249
28c511b9 1 1250
1b730a85 1 1251
c557fbe0 1 1252
dc08cae6 1 1253
935843ac 1 1254
91428a64 1 1255
d7c5fa01 1 1256
77000aa2 1 1257
aa5da2dc 1 1258
eb1a2b1d 1 1259
c3055708 1 1260
20f20bc4 1 1261
20457b07 1 1262
64f78d81 1 1263
c7158ea4 1 1264
fbb97be6 1 1265
e3a2a3e9 1 1266
218ddad0 1 1267
1b0b653b 1 1268
d7138e12 1 1269
d8a58b03 1 1270
d01d652c 1 1271
4b2c5db5 1 1272
b811aed9 1 1273
fba39dcc 1 1274
2e69fb92 1 1275
7aaab6d4 1 1276
778a6e65 1 1277
5e5b9dc6 1 1278
9c18da2c 1 1279
2a6de1d9 1 1280
343c9fce 1 1281
3582e3e5 1 1282
01901a4e 1 1283
d35be7cc 1 1284
601f488a 1 1285
77daf229 1 1286
663a400e 1 1287
22393512 1 1288
3f6c151d 1 1289
562131de 1 1290
180541f4 1 1291
1f31f241 1 1292
0849af5e 1 1293
660ba27f 1 1294
9d2986e9 1 1295
2331743f 1 1296
e67a782a 1 1297
def7faeb 1 1298
e155a7cc 1 1299
aa496c17 1 1300
42764d06 1 1301
2effd8d0 1 1302
d1a900ff 1 1303
24e268f0 1 1304
fcbe4d84 1 1305
b68f5fcc 1 1306
14fa59ae 1 1307
c0257cd4 1 1308
1b4034ce 1 1309
c8bcf83f 1 1310
0ad736f0 1 1311
a02ca043 1 1312
3ec26937 1 1313
51ac17c5 1 1314
d9d0e2a7 1 1315
a05729d7 1 1316
45c0c69f 1 1317
55018c73 1 1318
85cb0092 1 1319
33f72434 1 1320
4a9a8df8 1 1321
796fd950 1 1322
9f3c35bc 1 1323
63d3bf6a 1 1324
675c40b3 1 1325
943de004 1 1326
86b2d9ce 1 1327
d9495764 1 1328
6244b5e4 1 1329
0efc1d6a 1 1330
89614fb1 1 1331
dfa60bef 1 1332
684039a6 1 1333
38e66db3 1 1334
63061604 1 1335
e6907a8a 1 1336
87a3bcce 1 1337
b704ede3 1 1338
2a529291 1 1339
85cdf80e 1 1340
8b697823 1 1341
9843ba28 1 1342
294792b3 1 1343
845e504f 1 1344
47bb9294 1 1345
8e1a956a 1 1346
d627bb36 1 1347
951014e9 1 1348
ffd1d01f 1 1349
f8026427 1 1350
1fd8a356 1 1351
de2c4667 1 1352
1328482f 1 1353
58af46c4 1 1354
922ab2db 1 1355
7ef4b5a2 1 1356
ca771820 1 1357
f6b6fd9e 1 1358
31400a7c 1 1359
324db822 1 1360
b7175d6e 1 1361
47d52834 1 1362
9a8b08c3 1 1363
a0fd895c 1 1364
327897f3 1 1365
c4f1dc8d 1 1366
c4cdb3eb 1 1367
5f469426 1 1368
6c01e66a 1 1369
e13944ed 1 1370
3e14c982 1 1371
e6374041 1 1372
0933ae47 1 1373
4f7c238c 1 1374
35e5ff77 1 1375
838c7c94 1 1376
23875911 1 1377
5c3020c0 1 1378
74158522 1 1379
3d30f35f 1 1380
7076c297 1 1381
2b4752c8 1 1382
de4694a3 1 1383
9e8fdf2f 1 1384
aff8abba 1 1385
f88d716c 1 1386
4b607b70 1 1387
d02246e4 1 1388
e9c5f67f 1 1389
6a83a5f3 1 1390
5f0974c4 1 1391
d5bd48ae 1 1392
c19f9550 1 1393
9ba73d75 1 1394
fe528b45 1 1395
96bf1245 1 1396
3671bb02 1 1397
bc468d07 1 1398
f7820536 1 1399
934c444f 1 1400
0fc912c0 1 1401
75004ba6 1 1402
1560ef2f 1 1403
2d33f13a 1 1404
0bac0591 1 1405
bb7cda5e 1 1406
ed608c64 1 1407
7f53c3a9 1 1408
8a1ca735 1 1409
d070a754 1 1410
2d03a4aa 1 1411
568787ae 1 1412
ed44a80a 1 1413
51f565ce 1 1414
6fca35be 1 1415
43711ca6 1 1416
4009d467 1 1417
bb4f19b7 1 1418
6fe6655f 1 1419
1701352e 1 1420
7c77f071 1 1421
e82c2255 1 1422
b6f7d7d2 1 1423
6517ebf9 1 1424
7764f5e2 1 1425
eb1cd1b3 1 1426
3f524df9 1 1427
daf46218 1 1428
ff213c57 1 1429
7d574c15 1 1430
232e8b4e 1 1431
9705ad98 1 1432
a990c479 1 1433
1913c2a4 1 1434
514c1f88 1 1435
cc34e955 1 1436
44142eca 1 1437
a2f18a12 1 1438
ce33a494 1 1439
10ebb750 1 1440
ee9a6ec1 1 1441
1f9a2dd4 1 1442
e44fd873 1 1443
42cde930 1 1444
9b8ef65a 1 1445
0d72122b 1 1446
91aba42c 1 1447
6d6d935d 1 1448
cb71b1ef 1 1449
e0f3232e 1 1450
1addd212 1 1451
940ad9b0 1 1452
2e698228 1 1453
3b66b5ab 1 1454
da660444 1 1455
9f459197 1 1456
a7247cdd 1 1457
3a3e2b1a 1 1458
bb218f61 1 1459
6b2b7603 1 1460
a571aa55 1 1461
cb16492c 1 1462
5da7491f 1 1463
87172e54 1 1464
cb366f6b 1 1465
323c3c2b 1 1466
ce6f8af1 1 1467
30c29ea8 1 1468
14e6c02a 1 1469
40318a84 1 1470
7189d4d7 1 1471
60b3982a 1 1472
43dc9475 1 1473
b833c75e 1 1474
843671d5 1 1475
80904cae 1 1476
5de1212d 1 1477
5022dc13 1 1478
547886d7 1 1479
72a25cb7 1 1480
b2ccfefb 1 1481
4c6421d4 1 1482
88f4b839 1 1483
80580fcb 1 1484
b114eb60 1 1485
93aed0be 1 1486
42cff1f7 1 1487
f2443013 1 1488
629cb1fa 1 1489
fcaa7224 1 1490
178bec80 1 1491
64d00ab6 1 1492
20d3a4cd 1 1493
e4c30c19 1 1494
92533018 1 1495
f3f20dd5 1 1496
7cd4664e 1 1497
b82dc011 1 1498
4c8c75e3 1 1499
50431a0b 1 1500
860bfe82 1 1501
7fce35a7 1 1502
1d9fcb25 1 1503
6e904361 1 1504
3eb291cc 1 1505
24deafdc 1 1506
e04f5df1 1 1507
5cf3f2c2 1 1508
aa41b2d1 1 1509
3561f6fe 1 1510
980fd1ac 1 1511
36fd7efa 1 1512
10af6209 1 1513
a57a78f0 1 1514
e8b5367f 1 1515
d0debae6 1 1516
cf6fb5cf 1 1517
09ddf01a 1 1518
46f8145a 1 1519
d37e0da3 1 1520
2ed94047 1 1521
403c9569 1 1522
e3d2dea2 1 1523
fe72e2f3 1 1524
32d6eb2e 1 1525
9c6984be 1 1526
670d01ae 1 1527
309666f3 1 1528
a44f0776 1 1529
9b2a1d6b 1 1530
0140a992 1 1531
e1204de0 1 1532
e29861de 1 1533
01ec7951 1 1534
b4184add 1 1535
6de5ecf4 1 1536
2b35e220 1 1537
4760d7c7 1 1538
085ec06f 1 1539
2dd2c5c7 1 1540
8aad143a 1 1541
a6bf5840 1 1542
78b76762 1 1543
e8a90aff 1 1544
68f5d451 1 1545
8cf5a143 1 1546
64ebae8b 1 1547
d7e08804 1 1548
5289e31a 1 1549
28c8d1cb 1 1550
755aaa1d 1 1551
915e8122 1 1552
80c1b5fc 1 1553
ddfd0420 1 1554
fe269858 1 1555
f5bfab5d 1 1556
e4d1059a 1 1557
2ac33e70 1 1558
89f5efe1 1 1559
9691cf93 1 1560
4422a411 1 1561
1c8170a1 1 1562
8bef2bc0 1 1563
ebb90af1 1 1564
e06a0a71 1 1565
c580951a 1 1566
a4eee86a 1 1567
f85a873d 1 1568
760fd97b 1 1569
5a2b0260 1 1570
9fc1032d 1 1571
341ba501 1 1572
a4e15ed8 1 1573
1363ad50 1 1574
a8e01b79 1 1575
26fa0dea 1 1576
169d1aab 1 1577
c543c89e 1 1578
fbdf88ae 1 1579
7fd74b40 1 1580
c745281f 1 1581
79e7d638 1 1582
96ddf726 1 1583
5112dde0 1 1584
72ec1175 1 1585
c651ef4a 1 1586
46ee3639 1 1587
f70a85e2 1 1588
c3205195 1 1589
62b5b5f8 1 1590
e35c3ddd 1 1591
7c4cc9b2 1 1592
4826e4f3 1 1593
fd41f587 1 1594
b532aad1 1 1595
22b50b90 1 1596
0a302e92 1 1597
432bd2b4 1 1598
683cfaab 1 1599
14e82187 1 1600
88a66a46 1 1601
b3d3c0e9 1 1602
f2a912a1 1 1603
d0bb2a9a 1 1604
2e1db43a 1 1605
706a469d 1 1606
60ff0d54 1 1607
2b2a2806 1 1608
1b606047 1 1609
41193372 1 1610
ed31cf75 1 1611
e93e4aa5 1 1612
f0bfcbff 1 1613
738f0b05 1 1614
39b09127 1 1615
8c8ac17e 1 1616
1ae10cfc 1 1617
7ec105ea 1 1618
2f430e2e 1 1619
f69c9011 1 1620
6609a292 1 1621
393445b3 1 1622
e7603632 1 1623
01656bfa 1 1624
f0ee7342 1 1625
9bbb7949 1 1626
7c51140e 1 1627
3a68a869 1 1628
cfdc0348 1 1629
ed36cbc3 1 1630
fa328811 1 1631
b03123b8 1 1632
745f3d3f 1 1633
7e58df65 1 1634
71b4bae3 1 1635
15ce0937 1 1636
6dc9323b 1 1637
5357a59b 1 1638
f94c36df 1 1639
f77425fa 1 1640
23b954dc 1 1641
9767a2b3 1 1642
628fdcf7 1 1643
d8c592fd 1 1644
a5a6543f 1 1645
cb0dfb94 1 1646
fd04ec15 1 1647
eb1dea7c 1 1648
ca9eb456 1 1649
b0362812 1 1650
369f013d 1 1651
7fe87c53 1 1652
1aaca206 1 1653
90370a7e 1 1654
c9e70bca 1 1655
4d4a6adc 1 1656
940d8fdf 1 1657
99f83a54 1 1658
c2ec267f 1 1659
c5ba94e0 1 1660
f8d00838 1 1661
2aee64c7 1 1662
f882d10f 1 1663
77c702f5 1 1664
786b1efa 1 1665
f9e2ea99 1 1666
25e86d96 1 1667
9e981776 1 1668
d46f442d 1 1669
2dd37b77 1 1670
0e2487b5 1 1671
428e40e2 1 1672
91e5ad56 1 1673
48c6befb 1 1674
44f8254d 1 1675
ba99e207 1 1676
30c52d24 1 1677
83ea34b7 1 1678
f5a8ba50 1 1679
20c17528 1 1680
2aa42b9b 1 1681
8a17db5b 1 1682
46bee8cf 1 1683
f6e5b213 1 1684
21d2798a 1 1685
c19f8bae 1 1686
635628b9 1 1687
933ae6c8 1 1688
5e8be287 1 1689
c78ddc39 1 1690
999f8152 1 1691
7d4d3327 1 1692
a6bc168c 1 1693
8c3ded8a 1 1694
206bc636 1 1695
b9ace66f 1 1696
6ab43f31 1 1697
d49cffc7 1 1698
08c9aacd 1 1699
f1adb7d2 1 1700
0913ff70 1 1701
ebdf0e4d 1 1702
b92e41ae 1 1703
b05f952e 1 1704
3fdcee7c 1 1705
604fc73f 1 1706
dc8e428b 1 1707
5df187a9 1 1708
385ca1a1 1 1709
531030e1 1 1710
e6f8ee31 1 1711
45e6d930 1 1712
603b3b15 1 1713
82a5807e 1 1714
8aa2280e 1 1715
4a425537 1 1716
c6e6ba22 1 1717
26418ecb 1 1718
975160a0 1 1719
36df590a 1 1720
90ab0d69 1 1721
4368df5b 1 1722
83d20434 1 1723
1b2830e5 1 1724
c5f22686 1 1725
c8d3f810 1 1726
d81d427a 1 1727
563a077f 1 1728
c3cab420 1 1729
a5258522 1 1730
856420c8 1 1731
5fa248da 1 1732
c289a2fc 1 1733
421d941b 1 1734
66324efb 1 1735
5a0a6c2d 1 1736
ae082779 1 1737
17f0f1f1 1 1738
3dd4a450 1 1739
ea6db9fc 1 1740
6db02721 1 1741
707659d2 1 1742
48bc8a22 1 1743
ee90ef8e 1 1744
8ad93b31 1 1745
ad64b93f 1 1746
3ad31f73 1 1747
92faf347 1 1748
74aa350f 1 1749
9fdea7ee 1 1750
bd43fd82 1 1751
3d36d261 1 1752
d4eca530 1 1753
d0ebe7b0 1 1754
6109c440 1 1755
25660237 1 1756
db0b6b72 1 1757
bed9f809 1 1758
a4173228 1 1759
4cb1455d 1 1760
3a8542f2 1 1761
cd24e7e5 1 1762
d1b269d1 1 1763
ac7c9f01 1 1764
47a7ad9e 1 1765
3844fffa 1 1766
a0a02380 1 1767
9870490f 1 1768
0a8368c4 1 1769
42a78d1b 1 1770
28ce03d9 1 1771
cc2e956d 1 1772
91b738ee 1 1773
0ab7dcff 1 1774
00f86795 1 1775
167ccf07 1 1776
b3829e69 1 1777
78674b36 1 1778
7ad51568 1 1779
75fbe3b1 1 1780
76db1bc4 1 1781
c600f632 1 1782
8dc06c1b 1 1783
88ce6f99 1 1784
10af1eb9 1 1785
643e81d5 1 1786
1abd0da8 1 1787
924056cf 1 1788
a5e647c6 1 1789
990fde62 1 1790
211cac82 1 1791
beb53f75 1 1792
007cce74 1 1793
d4d9d1a9 1 1794
e74ee329 1 1795
2a7a911e 1 1796
86e91c0c 1 1797
e2ab440f 1 1798
b3920dcd 1 1799
e5778b6f 1 1800
74f7e4e7 1 1801
dd043611 1 1802
ee808382 1 1803
236c2682 1 1804
fa73af41 1 1805
0c78a923 1 1806
b8eb000e 1 1807
15481dca 1 1808
740e45f1 1 1809
c614ee3a 1 1810
41ab685f 1 1811
b36b51de 1 1812
12aa8ccd 1 1813
09b791ee 1 1814
09d68049 1 1815
6fffd2da 1 1816
6ca926c2 1 1817
8cf46f01 1 1818
da1a8816 1 1819
4a63f420 1 1820
eeedbda0 1 1821
ba58941c 1 1822
424b78fe 1 1823
91cadd65 1 1824
bb8055a5 1 1825
783d0863 1 1826
5e1b7611 1 1827
e08d9c5e 1 1828
8731e43d 1 1829
fcf61856 1 1830
80160584 1 1831
2e2a31fa 1 1832
5c5f4ace 1 1833
284b4f47 1 1834
dffcf510 1 1835
bcd1fa27 1 1836
0449118a 1 1837
72cf3946 1 1838
9a8650f3 1 1839
409e65ea 1 1840
5a2750cd 1 1841
460a866f 1 1842
1d4ff6b8 1 1843
f3a227d2 1 1844
ad66f496 1 1845
fbe4e16b 1 1846
ba253b17 1 1847
355bea13 1 1848
535a6dd1 1 1849
4015ed08 1 1850
4a91a70b 1 1851
97296285 1 1852
a4eea674 1 1853
0dbf7110 1 1854
ce0967c0 1 1855
a23b3fc8 1 1856
89bb5060 1 1857
8bfadc46 1 1858
41f1f279 1 1859
c08a7a06 1 1860
26e5bff7 1 1861
3b066eb6 1 1862
3f2928f1 1 1863
af8c6325 1 1864
a2bf27cb 1 1865
3ce35acf 1 1866
6c9cec20 1 1867
b379b0db 1 1868
7cf22912 1 1869
903cec63 1 1870
82ced6ac 1 1871
b8c4bd6c 1 1872
d0b43198 1 1873
54b3e016 1 1874
6bfd01dc 1 1875
354538f4 1 1876
ba5a0fc5 1 1877
24d2c1a4 1 1878
07a7404a 1 1879
dbda46df 1 1880
e8a2f639 1 1881
22eab65d 1 1882
bb324341 1 1883
2f53f412 1 1884
0a7ea257 1 1885
21985637 1 1886
0543b611 1 1887
de529141 1 1888
8438609b 1 1889
881be8ef 1 1890
76f15df5 1 1891
9e076fbe 1 1892
37f693a8 1 1893
17ca6964 1 1894
57f901ee 1 1895
40e0d9ad 1 1896
0c1dfe7a 1 1897
b43f62ff 1 1898
3b60db1c 1 1899
48fc9d3b 1 1900
304932a4 1 1901
51cd8af0 1 1902
7fb570f4 1 1903
f77abef1 1 1904
aaf0917e 1 1905
801ca4b5 1 1906
8bdb5e65 1 1907
4b004a58 1 1908
2a234cd5 1 1909
761a9369 1 1910
f0a9b94b 1 1911
e4196a5d 1 1912
bd86670e 1 1913
6ec78b2e 1 1914
e23fcaa5 1 1915
479c61d9 1 1916
630acc60 1 1917
27af4824 1 1918
573da65a 1 1919
5ff9bd37 1 1920
b993ca7f 1 1921
acc36176 1 1922
055e597b 1 1923
b1cb2077 1 1924
3e3e78ce 1 1925
9fc6ca8d 1 1926
25e191a3 1 1927
8015e13c 1 1928
3f42fcce 1 1929
4567efe7 1 1930
13f5103b 1 1931
fcacde3f 1 1932
ac57ba80 1 1933
b804da1f 1 1934
1410b5ee 1 1935
985fd158 1 1936
f8a8199f 1 1937
e82a89fc 1 1938
5f459569 1 1939
31aa6d3e 1 1940
68c95cbc 1 1941
d00b4941 1 1942
8c04e884 1 1943
c2da1566 1 1944
1637d207 1 1945
a5100275 1 1946
04cbf1f6 1 1947
830d9867 1 1948
b427f1c8 1 1949
f4ba9b70 1 1950
eba4a505 1 1951
7dbf6f1a 1 1952
809d9baa 1 1953
8d6f6ef9 1 1954
084d51fc 1 1955
b75b8d0e 1 1956
3ae1f151 1 1957
21a30077 1 1958
d9cc8cfe 1 1959
d513cb9e 1 1960
3513bb82 1 1961
92e73185 1 1962
02c90f25 1 1963
30e67ca2 1 1964
15465167 1 1965
0512f75b 1 1966
ac781a03 1 1967
c3bd5fed 1 1968
2b2a27b1 1 1969
3fae7f0c 1 1970
fb808da8 1 1971
e8b3b6fa 1 1972
d654dff9 1 1973
3edff78e 1 1974
0a4c5ee8 1 1975
a467dd0e 1 1976
02912742 1 1977
35376fde 1 1978
e49950a3 1 1979
1e2f6f73 1 1980
dfcc6c16 1 1981
45246c4b 1 1982
36fe3974 1 1983
bb8beac9 1 1984
1e2695cb 1 1985
6105dfd7 1 1986
db5dbc55 1 1987
90e1446b 1 1988
c4167fdf 1 1989
45ad1c3c 1 1990
959d1942 1 1991
89258bdc 1 1992
0d612eba 1 1993
3bcd5066 1 1994
aadad687 1 1995
a80bba7e 1 1996
e9fa21b0 1 1997
a73ee06f 1 1998
cf024782 1 1999
1aeda7e0 1 2000
22d43443 1 2001
cc7b697c 1 2002
71698155 1 2003
7572b074 1 2004
d5851fe5 1 2005
e3c3a04d 1 2006
6263a38c 1 2007
4dc25ce8 1 2008
cafe82d1 1 2009
849b3baf 1 2010
4a4f3cf2 1 2011
63b8a9ba 1 2012
5efc26c9 1 2013
4e0bba7f 1 2014
f99d48e4 1 2015
9ef85502 1 2016
12c08e84 1 2017
4936346b 1 2018
09d654b7 1 2019
dc5cf504 1 2020
389368e4 1 2021
17fefb35 1 2022
63602dfc 1 2023
33c4268c 1 2024
550e1638 1 2025
79944b70 1 2026
e8d0aceb 1 2027
3baa68dd 1 2028
4650d235 1 2029
7bcf0d47 1 2030
842820ef 1 2031
f5e9fd93 1 2032
b530f42e 1 2033
ceda37fa 1 2034
262a57bb 1 2035
9c859beb 1 2036
0d36a19a 1 2037
0ef3b6f0 1 2038
fe7e2727 1 2039
04575cbd 1 2040
6b750713 1 2041
629d6ca0 1 2042
dbb32688 1 2043
4a46f250 1 2044
b0668dee 1 2045
85d29978 1 2046
3f0bf12e 1 2047
14bcefb9 1 2048
423d7859 1 2049
7c47b0c6 1 2050
b47a7aee 1 2051
aaf318df 1 2052
8feea35e 1 2053
01a989f7 1 2054
788e944d 1 2055
204e5ac9 1 2056
e806c086 1 2057
582c8e3e 1 2058
cbae6cfa 1 2059
08a33870 1 2060
91fabfc0 1 2061
7461a891 1 2062
697d0313 1 2063
51ec68d4 1 2064
ad82f312 1 2065
9972f020 1 2066
514cc22d 1 2067
5c7c3489 1 2068
04ebf26f 1 2069
2773cc44 1 2070
a3ea082c 1 2071
61d4eae8 1 2072
a5c01591 1 2073
31b8f3f8 1 2074
d33121cf 1 2075
49569b3b 1 2076
6e656b91 1 2077
126a0c33 1 2078
ac61e802 1 2079
84c33fd0 1 2080
9cc2a48c 1 2081
3397aa99 1 2082
63964550 1 2083
ae06acf6 1 2084
5990b835 1 2085
f55c45c7 1 2086
1a0d0561 1 2087
4e2a965f 1 2088
7bbdd117 1 2089
d5f2c5a1 1 2090
8a3f6865 1 2091
f0fda00b 1 2092
c7c05b3f 1 2093
63af5a58 1 2094
edf5b9cd 1 2095
27a0d2fe 1 2096
1f8c962f 1 2097
5581ab49 1 2098
4be3f60e 1 2099
6cb7cc00 1 2100
e359855f 1 2101
8b0c2a2f 1 2102
8191c0d2 1 2103
b78d032d 1 2104
b11b6d0a 1 2105
d1021e5b 1 2106
c7d73e63 1 2107
f3bb0dd3 1 2108
d10bcafe 1 2109
cde6ffaf 1 2110
2a1edf86 1 2111
381f4b35 1 2112
8bc6994e 1 2113
e74848fb 1 2114
0c8b97da 1 2115
36218eec 1 2116
7ec61931 1 2117
725a1bb4 1 2118
9bc77f79 1 2119
8f773e54 1 2120
7d9c9bf7 1 2121
a2a27fbd 1 2122
c4eafa1f 1 2123
40253cfe 1 2124
a448e9f3 1 2125
be1e6961 1 2126
122e29b7 1 2127
29c6556e 1 2128
586db431 1 2129
131a2104 1 2130
e8ff9512 1 2131
d17510a1 1 2132
9863ff70 1 2133
3a9ddfda 1 2134
2698fb51 1 2135
3500a575 1 2136
933ea5ad 1 2137
6c176205 1 2138
4667110a 1 2139
95e3793d 1 2140
39e7c383 1 2141
0e4cee6b 1 2142
601bfe7b 1 2143
6f9db0d7 1 2144
a932f948 1 2145
2350f4f6 1 2146
096ad80f 1 2147
4b668d19 1 2148
d4c64042 1 2149
89407621 1 2150
319496dc 1 2151
49c61a41 1 2152
8d170296 1 2153
00896971 1 2154
d5c93c9a 1 2155
f44b5715 1 2156
df26e0b8 1 2157
ee6be3d6 1 2158
1295fe68 1 2159
f2a57018 1 2160
495cfb84 1 2161
1201de3b 1 2162
f210adfb 1 2163
cefc7887 1 2164
8f20514b 1 2165
19f3f027 1 2166
172de512 1 2167
e4badf4c 1 2168
36191644 1 2169
ed3d6ca9 1 2170
6f5d1179 1 2171
23206bf0 1 2172
67c0b672 1 2173
c9083391 1 2174
7ccd063b 1 2175
d8d9e184 1 2176
5a1e0b57 1 2177
d44852c6 1 2178
2c155702 1 2179
4ecec473 1 2180
3ec9d382 1 2181
ee42e990 1 2182
ea4e926d 1 2183
37a18a14 1 2184
3dd98aa8 1 2185
12b1a950 1 2186
532559aa 1 2187
e7d42ddf 1 2188
38252255 1 2189
cc26f249 1 2190
fe22fe1f 1 2191
a8b3fe54 1 2192
0e63ff2f 1 2193
efa96fb0 1 2194
eaf9cb2e 1 2195
4f3d4cd0 1 2196
250271ae 1 2197
78c6572c 1 2198
928c2a7d 1 2199
b35aa9c4 1 2200
bf43dbed 1 2201
bec2696f 1 2202
e59d7b64 1 2203
f7f98133 1 2204
777cbcdd 1 2205
22a36f32 1 2206
01d578ea 1 2207
4c5d6bf5 1 2208
a83ce578 1 2209
04d88077 1 2210
b0c1382d 1 2211
a8c1085b 1 2212
f6b33e93 1 2213
e82fc2f7 1 2214
496f9d8c 1 2215
ebdb426f 1 2216
c1a2a650 1 2217
6445130c 1 2218
f291bdb7 1 2219
7730f199 1 2220
d946cca3 1 2221
23c06ba8 1 2222
e96f2e0f 1 2223
6bf00e0c 1 2224
d43dcc8d 1 2225
575486b6 1 2226
45ecba29 1 2227
3791051b 1 2228
91c6b4be 1 2229
3cc2c9e3 1 2230
48f7cc66 1 2231
3fea9695 1 2232
46213d33 1 2233
0194618c 1 2234
37402446 1 2235
800f517f 1 2236
144ca02d 1 2237
329b987f 1 2238
8108bb29 1 2239
a80ee0d8 1 2240
1ba3e241 1 2241
3c52da02 1 2242
e1308ac4 1 2243
5cddbc4f 1 2244
fbfd58fe 1 2245
3bfd457f 1 2246
5752cc34 1 2247
26dc655e 1 2248
950176eb 1 2249
debfe002 1 2250
8c3f939a 1 2251
9c6ce014 1 2252
545604e6 1 2253
7c2a6bf9 1 2254
06af1e08 1 2255
dc6dfd2d 1 2256
35200c43 1 2257
1708e2e0 1 2258
c7299363 1 2259
820ae01d 1 2260
1a0e4dab 1 2261
5f5e1281 1 2262
dea158e8 1 2263
e98ab5af 1 2264
5e1dbfaa 1 2265
b718aa4c 1 2266
97ee8630 1 2267
